Start_Year,Incident__,Begin_Time,Incident_Type,City,Property_Classification,Response_Type,Act_or_Omission__Cause_,Material_First_Ignited,Igniting_Object,Drive_Time,Start_Hr,First_Enroute,First_At_Scene,Under_Control,Time_UC,FID
2003,3133,10/18/2003 9:33:12 PM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,74  Accident,99  Material 1st ignited - unclass,"78  Hot ashes, embers/not from cigg",221,21,10/18/2003 9:35:10 PM,10/18/2003 9:37:57 PM,10/18/2003 10:11:58 PM,00:34:01,350
2003,3136,10/19/2003 6:53:26 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,74  Accident,27  Drapery/blinds/curtains,"75  Candle, taper",248,6,10/19/2003 6:54:47 AM,10/19/2003 6:58:11 AM,10/19/2003 7:00:22 AM,00:02:11,351
2003,3345,11/7/2003 12:06:45 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,13  Suspicious,41  Wood,00  Object cannot be determined,228,0,11/7/2003 12:09:12 AM,11/7/2003 12:10:54 AM,11/7/2003 12:56:54 AM,00:46:00,352
2003,3352,11/7/2003 5:43:12 PM,100  Structure Fire,Fredericton,"249  Hospital, Santorium, Clinic",10  Fire (explosion)-dollar loss,79  Failing - unclassified,41  Wood,77  Torch other than cut/welding,245,17,11/7/2003 5:46:34 PM,11/7/2003 5:48:53 PM,11/7/2003 6:44:41 PM,00:55:48,353
2003,3482,11/22/2003 1:23:34 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,11  Incendiary fire,00  Cannot be determined,00  Object cannot be determined,202,1,11/22/2003 1:25:39 AM,11/22/2003 1:28:10 AM,11/22/2003 3:29:57 AM,02:01:47,354
2003,3484,11/22/2003 10:33:25 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,"12  Incendiary fire, young offender","49  Wood, paper unclassified",73  Lighter(not in conj. w/smoking),5,10,,11/22/2003 11:28:33 AM,,,355
2003,3789,12/18/2003 2:01:06 PM,100  Structure Fire,Fredericton,123  Ice rink,10  Fire (explosion)-dollar loss,41 Part failure /break/leak,"30  Clothing, cannot be determined",23  Space heater/wall furn/unit h,82,14,12/18/2003 2:02:30 PM,12/18/2003 2:03:24 PM,,,356
2003,3883,12/27/2003 3:57:14 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,11  Incendiary fire,00  Cannot be determined,00  Object cannot be determined,635,3,12/27/2003 3:59:53 AM,12/27/2003 4:08:33 AM,,,357
2003,3922,12/31/2003 6:34:42 AM,100  Structure Fire,Napadogan,"311  Dwell,year round use 1 family",65  Public service(mutual aid),,,,0,6,12/31/2003 6:38:21 AM,,,00:00:00,358
2004,138,1/15/2004 8:42:18 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,00   Cannot be Determined,09  Wall component structure,00  Object cannot be determined,115,8,1/13/2004 8:44:41 AM,1/13/2004 8:45:33 AM,1/13/2004 11:29:26 AM,02:43:53,359
2004,181,1/16/2004 4:27:07 PM,100  Structure Fire,Fredericton,"799  Misc. storage, unclassified",10  Fire (explosion)-dollar loss,78  Distracted / preoccupied,"05  Floor covering, wood","78  Hot ashes, embers/not from cigg",272,16,1/16/2004 4:29:43 PM,1/16/2004 4:33:24 PM,1/16/2004 4:39:05 PM,00:05:41,360
2004,194,1/17/2004 8:58:47 AM,100  Structure Fire,Fredericton,371  Mobile homes - mobile buildgs,10  Fire (explosion)-dollar loss,74  Accident,41  Wood,77  Torch other than cut/welding,368,8,1/17/2004 9:00:50 AM,1/17/2004 9:05:45 AM,1/17/2004 9:25:20 AM,00:19:35,361
2004,257,1/23/2004 7:17:32 AM,100  Structure Fire,Fredericton,"322  Apt,twnhouse 1-2 w/o business",10  Fire (explosion)-dollar loss,54  Installation deficiency,41  Wood,"28  Chimney, factory-built, metal",177,7,1/23/2004 7:19:25 AM,1/23/2004 7:21:05 AM,1/23/2004 7:36:39 AM,00:15:34,362
2004,339,2/1/2004 11:20:36 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,21  Upholstered furniture,00  Object cannot be determined,348,11,2/1/2004 11:23:27 AM,2/1/2004 11:26:46 AM,2/1/2004 12:13:13 PM,00:46:27,363
2004,520,2/17/2004 10:01:38 AM,100  Structure Fire,Fredericton,"359  Motor hotel, motel (Ext Entry)",11  No alarm fire(no responding),44 Electric short circuit,41  Wood,23  Space heater/wall furn/unit h,0,10,,,,00:00:00,364
2004,609,2/26/2004 11:53:31 PM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,71  Asleep,21  Upholstered furniture,"75  Candle, taper",250,23,2/26/2004 11:56:07 PM,2/26/2004 11:58:07 PM,2/27/2004 12:08:24 AM,00:10:17,365
2004,754,3/12/2004 6:19:13 PM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,00  Cannot be determined,00  Object cannot be determined,302,18,3/12/2004 6:21:20 PM,3/12/2004 6:25:26 PM,3/12/2004 6:42:37 PM,00:17:11,366
2004,808,3/18/2004 3:56:04 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,37  Combustibles too near the heat,25  Mattress/pillow,23  Space heater/wall furn/unit h,379,15,3/18/2004 3:58:22 PM,3/18/2004 4:03:27 PM,,,367
2004,858,3/23/2004 11:15:42 PM,100  Structure Fire,Fredericton,"322  Apt,twnhouse 1-2 w/o business",10  Fire (explosion)-dollar loss,74  Accident,73  Plastics misc,"16  Toaster, waffle iron",254,23,3/23/2004 11:19:01 PM,3/23/2004 11:21:35 PM,,,368
2004,881,3/26/2004 12:18:41 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,13  Suspicious,00  Cannot be determined,00  Object cannot be determined,423,0,3/26/2004 12:19:32 AM,3/26/2004 12:26:30 AM,3/26/2004 3:10:14 AM,02:43:44,369
2004,886,3/26/2004 9:19:51 AM,100  Structure Fire,Noonan,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,54  Installation deficiency,09  Wall component structure,"28  Chimney, factory-built, metal",758,9,3/26/2004 9:22:01 AM,3/26/2004 9:33:24 AM,,,370
2004,1209,4/23/2004 10:06:47 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,26  Torch too close to,"03  Exterior wall, covering",77  Torch other than cut/welding,374,22,4/23/2004 10:10:40 PM,4/23/2004 10:15:02 PM,4/23/2004 10:43:04 PM,00:28:02,371
2004,1431,5/9/2004 2:10:14 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,"49  Wood, paper unclassified",00  Object cannot be determined,210,14,5/9/2004 2:12:00 PM,5/9/2004 2:14:49 PM,5/9/2004 2:51:59 PM,00:37:10,372
2004,1467,5/10/2004 10:41:00 PM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,72  Temporary loss of judgement,"49  Wood, paper unclassified",79  Smoker mat'l/Open flame unclass,161,22,5/10/2004 10:42:53 PM,5/10/2004 10:44:27 PM,,,373
2004,1486,5/11/2004 10:00:52 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,00  Cannot be determined,00  Object cannot be determined,165,10,5/11/2004 10:02:53 AM,5/11/2004 10:04:37 AM,5/11/2004 10:32:01 AM,00:27:24,374
2004,1659,5/27/2004 5:09:05 PM,100  Structure Fire,Fredericton,"339  Rooming,board,lodge, hostel",10  Fire (explosion)-dollar loss,74  Accident,"49  Wood, paper unclassified","16  Toaster, waffle iron",400,17,5/27/2004 5:10:31 PM,5/27/2004 5:16:41 PM,5/27/2004 5:55:02 PM,00:38:21,375
2004,1674,5/29/2004 1:54:33 AM,100  Structure Fire,Penniac,"311  Dwell,year round use 1 family",65  Public service(mutual aid),,,,1115,1,5/29/2004 1:58:12 AM,5/29/2004 2:13:57 AM,5/29/2004 2:48:56 AM,00:34:59,376
2004,1700,5/31/2004 10:42:01 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,78  Distracted / preoccupied,56  Oil cooking/lard/grease/butter,"02  Stove top, fire in pan",605,10,5/31/2004 10:44:10 AM,5/31/2004 10:53:13 AM,5/31/2004 10:54:40 AM,00:01:27,377
2004,2039,7/2/2004 12:03:40 AM,100  Structure Fire,Fredericton,589  Department or Variety stores,10  Fire (explosion)-dollar loss,11  Incendiary fire,97  Oily Rags,00  Object cannot be determined,292,0,7/2/2004 12:05:05 AM,7/2/2004 12:09:10 AM,7/2/2004 12:10:34 AM,00:01:24,378
2004,2750,9/13/2004 8:10:06 PM,100  Structure Fire,Fredericton,839  Under construction or demoliti,10  Fire (explosion)-dollar loss,13  Suspicious,09  Wall component structure,00  Object cannot be determined,164,20,9/13/2004 8:11:26 PM,9/13/2004 8:13:32 PM,9/13/2004 8:16:21 PM,00:02:49,379
2004,2994,10/7/2004 2:02:16 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,54  Installation deficiency,"95  Insulation, Elect Equip","56  Cable, electric, temporary",352,14,10/7/2004 2:03:55 PM,10/7/2004 2:09:10 PM,10/7/2004 2:42:54 PM,00:33:44,380
2004,3348,11/7/2004 5:40:14 PM,100  Structure Fire,Fredericton,"579  Motor vehicles,boat sales/serv",10  Fire (explosion)-dollar loss,41 Part failure /break/leak,09  Wall component structure,"69  Other Electrical, Unclassified",260,17,11/7/2004 5:44:00 PM,11/7/2004 5:46:54 PM,11/7/2004 6:24:19 PM,00:37:25,381
2004,3465,11/20/2004 3:59:22 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,21  Smokers material,"04  Ext trim, inc. door,porch",71  Smoker's mat/cigarettes/match,347,3,11/20/2004 4:02:17 AM,11/20/2004 4:06:39 AM,11/20/2004 4:23:20 AM,00:16:41,382
2004,3486,11/22/2004 6:51:05 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,11  Incendiary fire,00  Cannot be determined,00  Object cannot be determined,192,6,11/22/2004 6:52:37 AM,11/22/2004 6:54:54 AM,11/22/2004 7:07:18 AM,00:12:24,383
2004,3528,11/26/2004 2:44:38 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,"52  Deficiency, construction",09  Wall component structure,"26  Chimney, masonry",688,2,11/26/2004 2:48:44 AM,11/26/2004 2:57:27 AM,11/26/2004 3:25:05 AM,00:27:38,384
2004,3571,11/30/2004 8:36:34 AM,100  Structure Fire,Fredericton,499  Misc Business & personal srvc,10  Fire (explosion)-dollar loss,54  Installation deficiency,"72  Cellulose, nitrate","28  Chimney, factory-built, metal",281,8,11/30/2004 8:38:08 AM,11/30/2004 8:41:59 AM,11/30/2004 9:23:26 AM,00:41:27,385
2004,3837,12/24/2004 8:17:22 PM,100  Structure Fire,Fredericton,"325  Apt,twnhouse 20+ units",10  Fire (explosion)-dollar loss,74  Accident,"45  Paper, Decoration","75  Candle, taper",191,20,12/24/2004 8:19:05 PM,12/24/2004 8:21:07 PM,12/24/2004 8:37:52 PM,00:16:45,386
2005,69,1/6/2005 3:44:35 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,74  Accident,"96  Garbage, Trash, Rubbish","78  Hot ashes, embers/not from cigg",505,15,1/6/2005 3:47:05 PM,1/6/2005 3:53:38 PM,1/6/2005 7:20:01 PM,03:26:23,387
2005,204,1/20/2005 9:16:50 AM,100  Structure Fire,Fredericton,"322  Apt,twnhouse 1-2 w/o business",10  Fire (explosion)-dollar loss,00   Cannot be Determined,00  Cannot be determined,00  Object cannot be determined,106,9,1/20/2005 9:17:43 AM,1/20/2005 9:19:10 AM,1/20/2005 2:51:38 PM,05:32:28,388
2005,257,1/25/2005 8:28:31 AM,100  Structure Fire,Hanwell,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,74  Accident,46  Waste paper,"78  Hot ashes, embers/not from cigg",767,8,1/25/2005 8:31:11 AM,1/25/2005 8:42:44 AM,1/25/2005 9:03:09 AM,00:20:25,389
2005,269,1/26/2005 11:31:40 AM,100  Structure Fire,Douglas,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,08  Structural comp/flr/ceil/roof,00  Object cannot be determined,516,11,1/26/2005 11:34:04 AM,1/26/2005 11:41:44 AM,1/26/2005 2:48:35 PM,03:06:51,390
2005,331,1/31/2005 11:58:28 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,74  Accident,56  Oil cooking/lard/grease/butter,03  Stove top (fire in deep fryer,238,23,2/1/2005 12:00:29 AM,2/1/2005 12:03:17 AM,2/1/2005 12:16:27 AM,00:13:10,391
2005,398,2/8/2005 8:30:54 AM,100  Structure Fire,Fredericton,"159  Club,sports, social",10  Fire (explosion)-dollar loss,21  Smokers material,46  Waste paper,71  Smoker's mat/cigarettes/match,188,8,2/8/2005 8:32:56 AM,2/8/2005 8:34:38 AM,2/8/2005 8:44:54 AM,00:10:16,392
2005,581,2/23/2005 1:12:52 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,74  Accident,56  Oil cooking/lard/grease/butter,"02  Stove top, fire in pan",322,1,2/23/2005 1:14:48 AM,2/23/2005 1:19:06 AM,2/23/2005 1:23:16 AM,00:04:10,393
2005,716,3/8/2005 10:13:43 AM,100  Structure Fire,Fredericton,"339  Rooming,board,lodge, hostel",10  Fire (explosion)-dollar loss,74  Accident,"36  Fabric, synthetic inc. mixed","75  Candle, taper",148,10,3/8/2005 10:15:30 AM,3/8/2005 10:16:51 AM,3/8/2005 10:31:30 AM,00:14:39,394
2005,770,3/12/2005 10:45:35 PM,100  Structure Fire,Birdton,"311  Dwell,year round use 1 family",65  Public service(mutual aid),,,,1294,22,3/12/2005 10:48:47 PM,3/12/2005 11:07:33 PM,,,395
2005,905,3/26/2005 2:02:56 AM,100  Structure Fire,Burtts Corner,929  Farm facility,65  Public service(mutual aid),,,,1220,2,3/26/2005 2:07:45 AM,3/26/2005 2:23:30 AM,3/26/2005 3:52:20 AM,01:28:50,396
2005,1203,4/17/2005 5:27:36 PM,100  Structure Fire,Birdton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,78  Distracted / preoccupied,41  Wood,"02  Stove top, fire in pan",527,17,4/17/2005 5:37:53 PM,4/17/2005 5:37:53 PM,4/17/2005 6:31:15 PM,00:53:22,397
2005,1334,4/25/2005 3:53:56 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,"36  Overheated cooking oil, grease",56  Oil cooking/lard/grease/butter,"02  Stove top, fire in pan",161,15,4/25/2005 3:55:48 PM,4/25/2005 3:56:49 PM,4/25/2005 4:07:32 PM,00:10:43,398
2005,1617,5/18/2005 10:25:51 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,11  Incendiary fire,31  Clothing - Cotton,00  Object cannot be determined,117,10,5/18/2005 10:27:16 AM,5/18/2005 10:28:22 AM,5/18/2005 10:48:25 AM,00:20:03,399
2005,1869,6/9/2005 9:22:52 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,00   Cannot be Determined,46  Waste paper,00  Object cannot be determined,352,9,6/9/2005 9:24:30 AM,6/9/2005 9:29:26 AM,6/9/2005 9:51:00 AM,00:21:34,400
2015,991,3/27/2015 1:00:50 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,780  Distracted / preoccupied,"36  Fabric, synthetic inc. mixed",040  Stove top (other circumstnces,285,13,3/27/2015 1:02:28 PM,3/27/2015 1:06:16 PM,,,401
2015,1191,4/15/2015 10:53:39 PM,100  Structure Fire,Fredericton,"312  Dwell,seasonl,in seasn 1 fam",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,428,22,4/15/2015 10:55:18 PM,4/15/2015 11:01:37 PM,4/15/2015 11:30:27 PM,00:28:50,402
2015,1416,5/5/2015 5:11:15 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,740  Accident,21  Upholstered furniture,710  Smoker's mat/cigarettes/match,289,17,5/5/2015 5:12:30 PM,5/5/2015 5:16:16 PM,5/5/2015 7:17:10 PM,02:00:54,403
2015,1454,5/7/2015 5:55:27 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,417,17,5/7/2015 5:58:08 PM,5/7/2015 6:03:57 PM,5/7/2015 6:24:34 PM,00:20:37,404
2015,1561,5/15/2015 4:25:03 PM,100  Structure Fire,Douglas,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,626,16,5/15/2015 4:29:15 PM,5/15/2015 4:38:10 PM,5/15/2015 6:05:24 PM,01:27:14,405
2015,1984,6/17/2015 2:32:09 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,210  Smokers material,"03  Exterior wall, covering",711 Cigarette,206,14,6/17/2015 2:34:22 PM,6/17/2015 2:36:46 PM,6/17/2015 2:43:15 PM,00:06:29,406
2019,675,3/5/2019 10:15:15 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,740  Accident,56  Oil cooking/lard/grease/butter,"020  Stove top, fire in pan",370,10,3/5/2019 10:16:57 AM,3/5/2019 10:22:59 AM,3/5/2019 10:50:33 AM,00:27:34,407
2015,2239,7/8/2015 12:50:29 AM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,570  Suspect faulty copper wiring,43  Cellulose Insulation,"510  Wiring, permanent",300,0,7/8/2015 12:52:40 AM,7/8/2015 12:56:39 AM,7/8/2015 1:14:15 AM,00:17:36,408
2015,2323,7/13/2015 1:40:43 PM,100  Structure Fire,Fredericton,"322  Apt,twnhouse 1-2 w/o business",10  Fire (explosion)-dollar loss,000   Cannot be Determined,19  Struct Components unclassed,000  Object cannot be determined,281,13,7/13/2015 1:42:57 PM,7/13/2015 1:46:41 PM,7/13/2015 1:59:35 PM,00:12:54,409
2015,2344,7/15/2015 3:35:08 AM,100  Structure Fire,Fredericton,"799  Misc. storage, unclassified",10  Fire (explosion)-dollar loss,110  Incendiary fire,00  Cannot be determined,000  Object cannot be determined,439,3,7/15/2015 3:37:36 AM,7/15/2015 3:43:46 AM,7/15/2015 4:10:24 AM,00:26:38,410
2015,2506,7/29/2015 3:58:50 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,41  Wood,000  Object cannot be determined,314,3,7/29/2015 4:01:50 AM,7/29/2015 4:05:58 AM,7/29/2015 4:31:18 AM,00:25:20,411
2015,2879,8/27/2015 2:05:26 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,146,2,8/27/2015 2:08:36 AM,8/27/2015 2:09:29 AM,8/27/2015 3:37:51 AM,01:28:22,412
2015,3093,9/15/2015 9:54:21 PM,100  Structure Fire,Richibucto Road,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,483,21,9/15/2015 9:57:26 PM,9/15/2015 10:04:28 PM,9/15/2015 11:37:19 PM,01:32:51,413
2015,3216,9/25/2015 9:58:23 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,770 Ignorance of Hazard,"40  Wood/paper,cannot be determined","750  Candle, taper",118,21,9/25/2015 9:59:36 PM,9/25/2015 10:01:11 PM,9/25/2015 11:10:46 PM,01:09:35,414
2015,3320,10/3/2015 2:03:02 PM,100  Structure Fire,Fredericton,"314  Dwell,year round use 2 family",10  Fire (explosion)-dollar loss,370  Combustibles too near the heat,"20  Furniture, Cannot be determined",240  Space heater (Portable),276,14,10/3/2015 2:05:27 PM,10/3/2015 2:09:15 PM,10/3/2015 2:24:24 PM,00:15:09,415
2015,3436,10/14/2015 12:15:03 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,210  Smokers material,46  Waste paper,711 Cigarette,613,0,10/14/2015 12:17:08 AM,10/14/2015 12:26:17 AM,10/14/2015 12:31:28 AM,00:05:11,416
2015,3444,10/14/2015 7:32:10 PM,100  Structure Fire,Fredericton,"322  Apt,twnhouse 1-2 w/o business",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,146,19,10/14/2015 7:34:43 PM,10/14/2015 7:35:24 PM,10/14/2015 8:22:42 PM,00:47:18,417
2015,3529,10/23/2015 6:40:36 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,740  Accident,21  Upholstered furniture,717 Lighter,204,18,10/23/2015 6:43:28 PM,10/23/2015 6:45:40 PM,10/23/2015 6:59:46 PM,00:14:06,418
2015,3814,11/21/2015 6:47:55 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,154,18,11/21/2015 6:49:39 PM,11/21/2015 6:51:26 PM,11/21/2015 7:34:13 PM,00:42:47,419
2015,4030,12/13/2015 3:43:48 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,110  Incendiary fire,00  Cannot be determined,000  Object cannot be determined,329,3,12/13/2015 3:46:35 AM,12/13/2015 3:50:56 AM,12/13/2015 5:33:43 AM,01:42:47,420
2015,4191,12/31/2015 8:13:38 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,518,8,12/31/2015 8:15:42 AM,12/31/2015 8:23:19 AM,12/31/2015 2:06:14 PM,05:42:55,421
2016,148,1/15/2016 8:57:15 PM,100  Structure Fire,Fredericton,"539  Furniture,appl,hardware,sales",10  Fire (explosion)-dollar loss,740  Accident,00  Cannot be determined,000  Object cannot be determined,236,20,1/15/2016 8:58:13 PM,1/15/2016 9:02:01 PM,1/16/2016 1:17:20 AM,04:15:19,422
2016,170,1/17/2016 12:25:09 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,920  Chimney fire - factory built,19  Struct Components unclassed,"280  Chimney, factory-built, metal",373,12,1/17/2016 12:26:23 PM,1/17/2016 12:31:56 PM,1/17/2016 1:16:59 PM,00:45:03,423
2016,261,1/26/2016 4:59:12 PM,100  Structure Fire,Douglas,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,440 Electric short circuit,41  Wood,550  Electric receptacle/switch,490,16,1/26/2016 5:01:08 PM,1/26/2016 5:09:06 PM,1/26/2016 5:26:21 PM,00:17:15,424
2016,300,1/30/2016 4:59:55 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,210  Smokers material,25  Mattress/pillow,711 Cigarette,179,16,1/30/2016 5:02:28 PM,1/30/2016 5:03:46 PM,1/30/2016 5:17:27 PM,00:13:41,425
2016,585,2/25/2016 1:41:46 PM,100  Structure Fire,Noonan,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,260  Torch too close to,"40  Wood/paper,cannot be determined",770  Torch other than cut/welding,801,13,2/25/2016 1:43:39 PM,2/25/2016 1:55:49 PM,2/25/2016 5:13:37 PM,03:17:48,426
2016,646,3/3/2016 2:14:18 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,440 Electric short circuit,"30  Clothing, cannot be determined","560  Cable, electric, temporary",117,14,3/3/2016 2:16:06 PM,3/3/2016 2:17:15 PM,3/3/2016 2:35:05 PM,00:17:50,427
2016,832,3/22/2016 12:42:30 PM,100  Structure Fire,Noonan,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,817,12,3/22/2016 12:45:59 PM,3/22/2016 12:58:18 PM,3/22/2016 2:29:31 PM,01:31:13,428
2012,2212,7/13/2012 4:30:32 AM,100  Structure Fire,Fredericton,"799  Misc. storage, unclassified",10  Fire (explosion)-dollar loss,000   Cannot be Determined,"96  Garbage, Trash, Rubbish",000  Object cannot be determined,572,4,7/13/2012 4:36:07 AM,7/13/2012 4:43:44 AM,7/13/2012 6:19:13 AM,01:35:29,429
2016,852,3/24/2016 9:17:34 PM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,000   Cannot be Determined,00  Cannot be determined,000  Object cannot be determined,334,21,3/24/2016 9:19:06 PM,3/24/2016 9:24:30 PM,3/24/2016 9:45:30 PM,00:21:00,430
2016,955,4/5/2016 3:18:03 AM,100  Structure Fire,Fredericton,"322  Apt,twnhouse 1-2 w/o business",10  Fire (explosion)-dollar loss,440 Electric short circuit,73  Plastics misc,"560  Cable, electric, temporary",225,3,4/5/2016 3:20:28 AM,4/5/2016 3:22:37 AM,4/5/2016 4:02:18 AM,00:39:41,431
2016,983,4/8/2016 4:58:53 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,110  Incendiary fire,00  Cannot be determined,000  Object cannot be determined,535,16,4/8/2016 5:01:26 PM,4/8/2016 5:09:33 PM,4/8/2016 6:28:32 PM,01:18:59,432
2016,1041,4/14/2016 1:23:52 PM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,720  Temporary loss of judgement,31  Clothing - Cotton,710  Smoker's mat/cigarettes/match,276,13,4/14/2016 1:25:49 PM,4/14/2016 1:29:20 PM,4/14/2016 1:51:04 PM,00:21:44,433
2016,1160,4/24/2016 1:12:33 AM,100  Structure Fire,Fredericton,"324  Apt,twnhouse 3-20 w/o busines",10  Fire (explosion)-dollar loss,000   Cannot be Determined,"40  Wood/paper,cannot be determined",000  Object cannot be determined,143,1,4/24/2016 1:14:13 AM,4/24/2016 1:15:43 AM,,,434
2016,1270,5/2/2016 3:54:46 AM,100  Structure Fire,Fredericton,"311  Dwell,year round use 1 family",10  Fire (explosion)-dollar loss,110  Incendiary fire,09  Wall component structure,000  Object cannot be determined,354,3,5/2/2016 3:57:12 AM,5/2/2016 4:01:34 AM,5/2/2016 4:22:58 AM,00:21:24,435
